country,decade,nkill
217,1,0
217,1,0
145,1,0
217,1,0
30,1,0
217,1,0
217,1,1
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
218,1,0
217,1,0
185,1,
217,1,0
217,1,0
218,1,
218,1,0
218,1,1
11,1,0
217,1,0
142,1,
217,1,0
21,1,0
217,1,0
217,1,0
11,1,1
217,1,0
217,1,1
499,1,
217,1,0
217,1,4
11,1,
217,1,0
603,1,2
499,1,
499,1,
217,1,1
217,1,1
217,1,0
217,1,0
218,1,0
217,1,0
217,1,0
217,1,1
218,1,0
217,1,0
217,1,0
217,1,0
217,1,1
130,1,0
217,1,0
499,1,
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
209,1,0
102,1,0
218,1,2
217,1,0
78,1,2
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
218,1,0
603,1,1
217,1,0
217,1,0
217,1,0
217,1,0
362,1,0
199,1,0
142,1,0
142,1,1
217,1,0
499,1,0
11,1,0
217,1,0
217,1,0
102,1,0
218,1,0
11,1,
603,1,0
218,1,0
218,1,0
11,1,0
217,1,1
217,1,0
217,1,1
218,1,0
217,1,0
499,1,
217,1,0
218,1,0
217,1,0
217,1,0
603,1,1
94,1,
217,1,0
209,1,0
217,1,0
217,1,0
209,1,
209,1,0
38,1,0
217,1,0
217,1,0
209,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
218,1,0
362,1,0
217,1,0
38,1,1
94,1,0
217,1,0
217,1,0
362,1,
217,1,0
218,1,0
218,1,0
218,1,0
218,1,0
217,1,0
11,1,
362,1,
217,1,0
217,1,0
11,1,0
217,1,0
14,1,0
217,1,0
217,1,0
217,1,1
98,1,0
217,1,0
217,1,0
217,1,0
217,1,0
11,1,1
209,1,0
603,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
94,1,0
153,1,4
217,1,0
217,1,0
217,1,1
217,1,0
11,1,0
11,1,0
499,1,
217,1,0
217,1,0
217,1,1
362,1,0
209,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
11,1,1
217,1,0
603,1,2
217,1,0
11,1,0
11,1,0
11,1,0
209,1,0
218,1,
217,1,0
217,1,0
160,1,0
217,1,0
217,1,0
209,1,
217,1,0
217,1,0
217,1,0
217,1,0
218,1,0
362,1,0
218,1,0
185,1,0
218,1,0
218,1,0
217,1,0
30,1,1
217,1,0
218,1,0
218,1,0
217,1,0
217,1,0
217,1,0
217,1,0
218,1,0
218,1,0
217,1,0
218,1,0
217,1,0
217,1,0
603,1,1
209,1,0
217,1,0
209,1,0
11,1,0
185,1,0
362,1,
217,1,0
217,1,0
362,1,
217,1,0
217,1,0
217,1,0
209,1,0
218,1,0
362,1,
217,1,0
217,1,0
217,1,0
218,1,1
209,1,
217,1,0
217,1,0
217,1,1
362,1,
230,1,1
217,1,0
217,1,0
362,1,
217,1,0
217,1,0
217,1,0
217,1,0
83,1,
209,1,0
209,1,0
65,1,0
11,1,0
217,1,1
209,1,0
209,1,
217,1,0
218,1,0
218,1,0
218,1,0
603,1,1
58,1,0
58,1,0
362,1,0
209,1,
217,1,1
11,1,
209,1,
209,1,0
218,1,
217,1,
217,1,0
217,1,0
362,1,
603,1,1
603,1,1
209,1,0
94,1,
603,1,5
217,1,0
209,1,0
198,1,0
217,1,0
222,1,0
209,1,
160,1,
209,1,0
217,1,0
217,1,0
217,1,0
209,1,0
603,1,1
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
209,1,0
209,1,
209,1,0
49,1,
209,1,0
217,1,1
222,1,0
209,1,0
217,1,0
603,1,2
217,1,0
217,1,0
217,1,0
160,1,
160,1,0
222,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
209,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
603,1,1
217,1,0
217,1,0
217,1,0
362,1,
218,1,
362,1,
603,1,1
217,1,0
217,1,0
209,1,
209,1,
142,1,0
218,1,0
217,1,0
217,1,0
217,1,0
185,1,0
217,1,0
362,1,
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
98,1,0
209,1,0
217,1,0
11,1,0
209,1,
217,1,0
217,1,0
160,1,0
217,1,0
217,1,0
94,1,3
94,1,
94,1,
217,1,
102,1,0
185,1,0
217,1,2
185,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
209,1,0
209,1,
209,1,0
217,1,0
217,1,0
94,1,1
198,1,1
217,1,0
209,1,
11,1,3
217,1,0
217,1,0
217,1,0
217,1,0
217,1,1
217,1,0
185,1,0
217,1,0
217,1,3
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
11,1,1
217,1,0
217,1,0
217,1,0
217,1,1
217,1,0
217,1,0
217,1,0
185,1,
26,1,
209,1,0
217,1,0
217,1,0
217,1,0
94,1,
185,1,
217,1,
217,1,0
217,1,0
217,1,0
217,1,0
362,1,
222,1,0
217,1,0
217,1,0
217,1,0
217,1,1
217,1,0
185,1,
603,1,1
217,1,0
217,1,0
217,1,0
217,1,0
58,1,0
217,1,0
217,1,0
217,1,0
217,1,0
26,1,
217,1,0
217,1,0
94,1,
209,1,0
78,1,0
209,1,1
499,1,
94,1,
499,1,
499,1,
499,1,
217,1,0
217,1,0
217,1,2
217,1,0
603,1,1
11,1,0
217,1,0
217,1,0
603,1,1
217,1,0
185,1,0
217,1,0
217,1,0
185,1,
217,1,1
185,1,0
217,1,0
217,1,0
406,1,0
217,1,0
217,1,0
185,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
185,1,0
217,1,0
217,1,0
185,1,
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
603,1,1
603,1,1
185,1,
185,1,
185,1,
217,1,0
217,1,0
217,1,0
217,1,0
209,1,
11,1,1
217,1,0
185,1,0
217,1,0
603,1,1
603,1,1
603,1,1
603,1,1
217,1,0
603,1,1
603,1,1
217,1,0
603,1,1
217,1,1
217,1,1
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
185,1,0
217,1,0
185,1,0
603,1,1
603,1,1
217,1,0
217,1,0
98,1,0
217,1,
217,1,0
217,1,0
217,1,1
217,1,0
217,1,0
603,1,1
603,1,1
217,1,0
36,1,0
36,1,2
217,1,0
217,1,0
217,1,0
603,1,1
603,1,1
603,1,1
217,1,0
110,1,
102,1,0
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
102,1,0
97,1,1
603,1,1
603,1,1
217,1,0
603,1,1
603,1,1
217,1,1
98,1,
217,1,0
217,1,0
94,1,
362,1,
217,1,0
217,1,0
217,1,0
217,1,0
603,1,1
603,1,2
603,1,1
603,1,0
603,1,1
603,1,1
603,1,1
217,1,0
603,1,1
102,1,0
161,1,0
217,1,0
603,1,1
94,1,
209,1,0
217,1,0
217,1,0
217,1,0
603,1,2
603,1,1
603,1,1
603,1,1
217,1,0
217,1,0
603,1,1
603,1,1
603,1,1
603,1,2
96,1,1
217,1,0
603,1,2
185,1,0
217,1,0
603,1,3
217,1,1
30,1,0
30,1,0
30,1,0
209,1,0
603,1,1
603,1,1
102,1,
217,1,0
603,1,2
603,1,1
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
603,1,1
362,1,
201,1,25
217,1,0
14,1,0
603,1,1
603,1,1
603,1,2
603,1,1
60,1,1
603,1,1
185,1,
362,1,
603,1,1
94,1,
217,1,0
603,1,15
603,1,1
217,1,0
603,1,1
217,1,0
217,1,0
603,1,1
603,1,1
185,1,
603,1,2
603,1,4
603,1,1
603,1,0
199,1,0
217,1,0
603,1,1
603,1,1
603,1,1
217,1,0
603,1,1
217,1,0
209,1,
603,1,1
156,1,0
160,1,0
106,1,0
185,1,0
11,1,
603,1,1
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
217,1,0
603,1,1
603,1,1
155,1,1
94,1,
94,1,
94,1,
209,1,0
217,1,0
217,1,0
603,1,1
185,1,
603,1,1
217,1,0
15,1,
236,1,26
217,1,1
217,1,0
217,1,1
603,1,1
217,1,2
603,1,2
603,1,1
603,1,1
603,1,7
603,1,1
217,1,0
217,1,0
217,1,0
362,1,1
96,1,0
603,1,1
30,1,0
142,1,0
603,1,2
362,1,0
603,1,1
603,1,1
603,1,2
603,1,1
217,1,0
603,1,1
603,1,1
603,1,1
60,1,0
603,1,4
362,1,0
603,1,7
603,1,7
92,1,0
185,1,0
603,1,1
603,1,1
217,1,0
217,1,0
217,1,0
603,1,1
185,1,0
603,1,1
185,1,
185,1,0
185,1,
603,1,1
603,1,2
603,1,1
603,1,0
603,1,0
603,1,1
217,1,0
603,1,1
603,1,1
603,1,1
603,1,2
603,1,1
217,1,0
185,1,
185,1,
603,1,7
603,1,1
11,1,1
603,1,1
603,1,1
209,1,3
603,1,1
160,1,1
160,1,0
603,1,2
198,1,0
217,1,0
603,1,1
603,1,1
38,1,0
38,1,1
217,1,0
603,1,1
11,1,1
603,1,1
362,1,0
362,1,
185,1,
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
217,1,0
603,1,1
603,1,1
94,1,
603,1,1
603,1,1
362,1,0
603,1,1
603,1,1
185,1,
209,1,
209,1,0
185,1,
198,1,
209,1,
209,1,0
209,1,0
362,1,0
603,1,1
98,1,1
209,1,0
15,1,4
217,1,0
217,1,0
362,1,1
603,1,1
11,1,
11,1,
11,1,
11,1,
362,1,0
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
362,1,0
603,1,1
217,1,0
217,1,0
603,1,1
603,1,1
185,1,
185,1,0
362,1,0
217,1,0
603,1,1
217,1,0
603,1,1
217,1,0
217,1,0
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
217,1,0
362,1,3
69,1,0
69,1,0
69,1,0
69,1,0
94,1,
603,1,1
217,1,1
11,1,
603,1,1
217,1,0
603,1,1
603,1,8
603,1,1
97,1,26
603,1,1
603,1,1
94,1,0
94,1,
94,1,1
94,1,
94,1,
94,1,0
185,1,
222,1,
217,1,0
603,1,2
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
11,1,0
603,1,1
96,1,0
603,1,1
603,1,1
603,1,1
603,1,1
217,1,0
362,1,0
428,1,81
603,1,1
603,1,3
217,1,0
603,1,1
603,1,1
160,1,1
603,1,1
603,1,1
603,1,3
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,2
603,1,2
603,1,1
603,1,2
603,1,1
603,1,1
603,1,3
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,2
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
160,1,0
603,1,1
603,1,1
603,1,1
603,1,1
362,1,
362,1,
362,1,
362,1,
603,1,1
603,1,1
603,1,2
603,1,1
45,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
160,1,
603,1,1
603,1,6
603,1,1
603,1,3
603,1,2
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,2
603,1,1
218,1,0
603,1,1
603,1,1
603,1,1
217,1,0
603,1,9
94,1,
603,1,1
603,1,1
603,1,1
98,1,0
603,1,1
603,1,2
603,1,1
94,1,
603,1,1
603,1,1
94,1,0
603,1,2
603,1,1
98,1,0
603,1,1
603,1,1
217,1,0
217,1,0
603,1,1
603,1,1
603,1,1
603,1,1
217,1,0
217,1,0
217,1,0
603,1,1
603,1,1
603,1,1
110,1,0
94,1,0
160,1,
603,1,1
603,1,1
603,1,1
603,1,1
603,1,2
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
185,1,1
78,1,0
69,1,0
603,1,1
603,1,1
603,1,1
36,1,1
362,1,16
603,1,1
603,1,1
603,1,3
21,1,0
603,1,1
603,1,3
603,1,1
217,1,0
198,1,0
14,1,0
603,1,1
603,1,1
603,1,1
38,1,0
38,1,0
603,1,0
603,1,0
603,1,0
603,1,0
603,1,0
603,1,0
603,1,0
69,1,0
69,1,0
199,1,0
199,1,0
199,1,0
603,1,1
603,1,1
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
15,1,0
15,1,0
15,1,0
15,1,0
15,1,0
21,1,0
31,1,0
31,1,0
31,1,0
31,1,0
31,1,0
217,1,0
217,1,0
217,1,0
96,1,2
604,1,0
604,1,0
604,1,0
21,1,0
21,1,0
11,1,0
11,1,0
11,1,0
11,1,0
11,1,0
605,1,0
603,1,1
603,1,1
97,1,0
97,1,0
603,1,1
102,1,0
102,1,0
102,1,0
102,1,0
36,1,0
14,1,0
14,1,0
14,1,0
14,1,0
14,1,0
14,1,0
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
218,1,0
218,1,0
218,1,0
218,1,0
218,1,0
218,1,0
30,1,0
30,1,0
162,1,0
217,1,0
603,1,2
217,1,0
603,1,1
603,1,1
603,1,1
603,1,2
362,1,
603,1,1
603,1,1
603,1,2
69,1,0
603,1,1
603,1,1
603,1,1
603,1,1
6,1,0
603,1,1
11,1,
603,1,1
217,1,0
217,1,0
603,1,1
69,1,0
217,1,0
603,1,1
603,1,1
603,1,2
11,1,1
603,1,1
603,1,1
209,1,0
603,1,1
603,1,1
217,1,2
217,1,1
603,1,1
603,1,1
110,1,0
603,1,1
603,1,1
603,1,2
603,1,1
603,1,0
185,1,1
102,1,1
102,1,1
61,1,0
603,1,1
130,1,0
11,1,0
603,1,1
603,1,1
69,1,1
603,1,1
603,1,1
61,1,0
603,1,1
603,1,1
603,1,2
603,1,1
603,1,1
603,1,1
603,1,1
102,1,0
362,1,1
603,1,1
185,1,
603,1,1
603,1,1
362,1,0
603,1,1
45,1,0
217,1,0
96,1,2
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
98,1,0
603,1,1
78,1,0
603,1,1
603,1,1
14,1,1
603,1,1
603,1,1
603,1,1
217,1,0
217,1,0
603,1,1
362,1,1
603,1,1
362,1,
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
110,1,0
603,1,1
603,1,1
603,1,1
603,1,5
603,1,1
69,1,0
362,1,
217,1,0
217,1,0
217,1,0
11,1,1
11,1,1
11,1,0
603,1,1
205,1,0
96,1,2
217,1,0
185,1,
603,1,1
217,1,2
45,1,0
96,1,2
58,1,0
603,1,1
217,1,1
603,1,1
603,1,1
45,1,
78,1,0
78,1,0
217,1,8
45,1,
69,1,0
362,1,0
362,1,1
15,1,0
603,1,2
603,1,1
185,1,0
11,1,0
98,1,0
110,1,0
603,1,1
217,1,7
217,1,0
185,1,
96,1,1
11,1,1
217,1,0
87,1,0
65,1,0
94,1,0
217,1,2
94,1,
185,1,1
217,1,2
94,1,
185,1,
217,1,2
69,1,0
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
11,1,1
78,1,0
603,1,1
603,1,1
603,1,1
603,1,1
603,1,2
603,1,1
603,1,1
603,1,1
11,1,0
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
102,1,
217,1,0
603,1,2
11,1,1
603,1,1
217,1,0
603,1,1
11,1,
603,1,2
603,1,1
185,1,
603,1,2
603,1,1
603,1,1
603,1,1
603,1,1
603,1,2
217,1,2
603,1,1
195,1,3
603,1,1
603,1,1
185,1,1
603,1,1
603,1,1
136,1,0
603,1,1
110,1,0
110,1,
603,1,1
217,1,0
217,1,0
217,1,0
217,1,0
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
217,1,0
603,1,1
69,1,0
69,1,0
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
362,1,
362,1,0
78,1,0
21,1,0
603,1,3
603,1,1
11,1,0
603,1,1
217,1,0
11,1,0
11,1,0
217,1,0
217,1,0
603,1,1
11,1,
11,1,0
11,1,0
603,1,1
11,1,1
69,1,0
69,1,0
11,1,1
11,1,
98,1,0
98,1,0
603,1,2
11,1,0
53,1,0
98,1,0
53,1,0
53,1,1
217,1,0
603,1,1
98,1,0
110,1,0
603,1,1
11,1,
603,1,1
138,1,0
110,1,0
217,1,0
11,1,0
78,1,0
603,1,1
362,1,0
217,1,0
217,1,0
11,1,
101,1,0
11,1,0
98,1,1
603,1,1
603,1,1
61,1,0
110,1,0
603,1,1
11,1,1
11,1,0
110,1,0
185,1,1
4,1,0
217,1,1
11,1,0
185,1,0
185,1,0
110,1,0
603,1,1
603,1,1
130,1,0
603,1,1
136,1,0
603,1,3
78,1,0
78,1,0
217,1,0
58,1,0
603,1,1
603,1,1
78,1,0
603,1,2
603,1,1
603,1,1
603,1,1
603,1,5
30,1,0
217,1,0
603,1,1
222,1,0
217,1,2
11,1,
603,1,1
603,1,
11,1,0
11,1,1
11,1,1
11,1,0
11,1,0
69,1,0
603,1,2
603,1,1
78,1,0
603,1,1
603,1,1
45,1,0
603,1,1
603,1,1
94,1,1
603,1,1
603,1,2
217,1,1
185,1,
603,1,1
603,1,1
362,1,
362,1,0
603,1,1
603,1,1
603,1,6
603,1,1
603,1,1
603,1,1
185,1,
217,1,0
603,1,1
603,1,1
603,1,1
603,1,1
603,1,3
603,1,2
603,1,1
69,1,1
11,1,0
603,1,1
185,1,
185,1,
185,1,
217,1,1
603,1,1
159,1,0
603,1,1
11,1,0
603,1,1
11,1,0
603,1,1
362,1,0
362,1,
11,1,0
603,1,1
603,1,1
603,1,2
603,1,1
603,1,1
217,1,0
603,1,1
603,1,1
142,1,1
603,1,2
159,1,0
159,1,0
603,1,1
217,1,0
11,1,1
43,1,0
88,1,
43,1,0
362,1,0
69,1,1
235,1,1
362,1,0
78,1,5
603,1,2
362,1,
603,1,1
603,1,1
603,1,2
603,1,1
59,1,0
43,1,0
43,1,0
144,1,0
603,1,1
603,1,1
603,1,
603,1,
603,1,
603,1,
603,1,1
11,1,0
603,1,1
43,1,
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
43,1,0
217,1,0
11,1,1
217,1,0
603,1,1
101,1,0
603,1,1
603,1,1
11,1,0
185,1,
185,1,
217,1,1
11,1,1
98,1,0
69,1,0
603,1,1
11,1,1
362,1,0
603,1,1
603,1,
362,1,
98,1,0
230,1,2
11,1,0
362,1,0
185,1,
603,1,1
199,1,
603,1,1
604,1,0
162,1,0
217,1,2
603,1,1
362,1,0
11,1,1
110,1,0
603,1,1
603,1,1
217,1,0
15,1,0
58,1,0
98,1,0
217,1,0
11,1,
362,1,0
362,1,0
30,1,0
603,1,1
603,1,1
603,1,1
45,1,0
362,1,
362,1,0
11,1,1
98,1,0
98,1,0
11,1,0
69,1,
362,1,
11,1,
11,1,0
11,1,0
11,1,0
130,1,1
130,1,0
603,1,1
11,1,1
185,1,
603,1,1
110,1,4
217,1,2
121,1,0
217,1,1
603,1,1
217,1,0
217,1,0
603,1,1
96,1,1
603,1,1
603,1,1
217,1,1
45,1,0
217,1,0
603,1,1
603,1,1
217,1,0
217,1,1
69,1,0
603,1,1
11,1,0
603,1,1
603,1,1
603,1,1
603,1,1
603,1,1
11,1,0
362,1,0
362,1,0
603,1,1
362,1,0
222,1,0
11,1,0
11,1,1
11,1,
222,1,
603,1,1
603,1,1
185,1,
603,1,2
110,1,0
217,1,1
130,1,0
130,1,
603,1,1
217,1,1
603,1,1
11,1,0
69,1,0
603,1,1
78,1,0
130,1,0
217,1,0
603,1,1
362,1,0
97,1,2
11,1,0
11,1,
43,1,0
603,1,1
603,1,1
603,1,1
11,1,0
217,1,1
217,1,1
217,1,0
69,1,3
222,1,0
603,1,1
603,1,1
603,1,1
98,1,30
98,1,31
603,1,0
185,1,3
603,1,1
217,1,0
217,1,1
11,1,0
603,1,0
603,1,0
217,1,1
217,1,1
217,1,1
362,1,0
603,1,1
11,1,0
362,1,
603,1,1
217,1,0
603,1,0
98,1,0
185,1,0
199,1,0
98,1,0
603,1,1
98,1,1
69,1,0
98,1,0
26,1,0
603,1,1
11,1,
11,1,0
11,1,0
603,1,1
603,1,0
603,1,0
69,1,0
11,1,
78,1,0
98,1,
603,1,1
98,1,
199,1,0
98,1,0
603,1,2
603,1,1
11,1,0
603,1,1
603,1,1
603,1,1
11,1,
11,1,2
130,1,0
603,1,1
603,1,1
603,1,0
603,1,1
69,1,0
603,1,0
603,1,1
603,1,1
217,1,1
217,1,1
217,1,1
217,1,0
217,1,1
38,1,0
603,1,1
603,1,1
603,1,1
603,1,0
178,1,0
603,1,2
61,1,0
29,1,1
69,1,0
130,1,0
130,1,0
130,1,0
153,1,0
603,1,0
217,1,0
603,1,0
603,1,0
217,1,4
217,1,0
603,1,0
603,1,12
603,1,1
106,1,0
362,1,
130,1,0
603,1,1
362,1,
362,1,0
97,1,0
97,1,0
97,1,0
603,1,2
603,1,0
603,1,1
69,1,0
603,1,1
603,1,2
603,1,1
69,1,0
78,1,2
130,1,0
130,1,0
130,1,0
603,1,1
217,1,0
603,1,1
217,1,0
217,1,0
69,1,0
69,1,0
362,1,
603,1,1
603,1,1
110,1,0
11,1,0
11,1,0
11,1,0
11,1,0
11,1,0
11,1,0
61,1,
94,1,0
217,1,0
217,1,0
217,1,0
603,1,0
217,1,0
603,1,2
11,1,0
603,1,1
222,1,0
222,1,0
96,1,1
98,1,0
603,1,1
222,1,0
603,1,1
603,1,1
603,1,1
110,1,0
11,1,
11,1,
603,1,2
603,1,0
603,1,1
603,1,1
130,1,
603,1,1
603,1,1
217,1,0
130,1,1
69,1,0
65,1,2
362,1,0
130,1,0
603,1,1
603,1,1
11,1,1
11,1,
65,1,
100,1,0
603,1,0
603,1,1
83,1,0
603,1,1
603,1,2
603,1,2
603,1,1
94,1,0
362,1,
603,1,1
217,1,1
185,1,1
11,1,1
11,1,1
69,1,
603,1,1
65,1,0
185,1,
603,1,1
603,1,1
97,1,21
603,1,1
603,1,1
11,1,0
11,1,
160,1,3
217,1,1
603,1,1
217,1,0
603,1,1
217,1,0
217,1,0
603,1,1
603,1,1
217,1,1
217,1,0
15,1,0
603,1,1
603,1,1
185,1,1
42,1,0
603,1,1
217,1,0
603,1,1
205,1,2
94,1,
377,1,0
217,1,0
130,1,1
11,1,
11,1,1
362,1,
61,1,0
362,1,0
110,1,0
217,1,0
603,1,1
603,1,6
69,1,0
217,1,0
